SEASON,DATASOURCE,GEAR_TYPE,CRPT_LOGBOOK_NO,LOGBOOK,DATE_CAPTURED,CRPT_ID,FE_ID,MGMT_AREA,SPECIES_CDE,SPECIES_COMMON_NME,CATCH_QTY,KEPT_REL
1998,PHONE-IN,Commercial SALMON GILL NET,D0066,KNOT ME,1998-09-28 00:00:00,230336,298757,25,044,SPINY DOGFISH,60,RELEASED
1998,LOGBOOK,Commercial SALMON GILL NET,D0050,EBB TIDE,1998-10-05 00:00:00,156412,189770,25,044,SPINY DOGFISH,6,RELEASED
1998,LOGBOOK,Commercial SALMON GILL NET,D0050,EBB TIDE,1998-10-06 00:00:00,156459,190028,25,044,SPINY DOGFISH,2,RELEASED
1998,LOGBOOK,Commercial SALMON GILL NET,D0052,NIGHTMARES,1998-10-06 00:00:00,156472,190108,25,044,SPINY DOGFISH,1,RELEASED
1998,PHONE-IN,Commercial SALMON TROLL,W0457,,1998-08-03 00:00:00,165357,208617,12,044,SPINY DOGFISH,1,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0465,,1998-08-06 00:00:00,166441,209762,12,044,SPINY DOGFISH,1,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0466,,1998-08-05 00:00:00,167202,210556,12,044,SPINY DOGFISH,3,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0484,CONTENDER 101,1998-07-15 00:00:00,163994,207160,23,044,SPINY DOGFISH,10,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0487,NAWANHE II,1998-07-15 00:00:00,164038,207215,23,044,SPINY DOGFISH,38,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0451,APOLLO #1,1998-07-15 00:00:00,164039,207216,23,044,SPINY DOGFISH,15,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0496,TAMMY ANN NO 1,1998-07-15 00:00:00,164040,207217,23,044,SPINY DOGFISH,20,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0480,PEARLE E,1998-07-15 00:00:00,164041,207218,23,044,SPINY DOGFISH,76,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0493,LADY DORSET,1998-07-15 00:00:00,164049,207228,23,044,SPINY DOGFISH,30,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0490,MISS KAREN,1998-07-15 00:00:00,164052,207232,23,044,SPINY DOGFISH,27,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0486,LISA JEAN,1998-07-15 00:00:00,164066,207247,23,044,SPINY DOGFISH,14,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,,BC EAGLE,1998-07-15 00:00:00,164085,207269,23,044,SPINY DOGFISH,8,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0454,LAST DOLLAR,1998-07-15 00:00:00,164633,207852,23,044,SPINY DOGFISH,20,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0493,LADY DORSET,1998-07-16 00:00:00,163988,207154,23,044,SPINY DOGFISH,68,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0480,PEARLE E,1998-07-16 00:00:00,163997,207163,23,044,SPINY DOGFISH,80,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0491,COWICHAN,1998-07-16 00:00:00,164009,207178,23,044,SPINY DOGFISH,73,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0454,LAST DOLLAR,1998-07-16 00:00:00,164010,207180,23,044,SPINY DOGFISH,6,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0484,CONTENDER 101,1998-07-16 00:00:00,164011,207181,23,044,SPINY DOGFISH,50,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0490,MISS KAREN,1998-07-16 00:00:00,164012,207182,23,044,SPINY DOGFISH,63,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0490,MISS KAREN,1998-07-16 00:00:00,164012,207184,23,044,SPINY DOGFISH,42,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0490,MISS KAREN,1998-07-16 00:00:00,164012,207183,23,044,SPINY DOGFISH,410,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0486,LISA JEAN,1998-07-16 00:00:00,164013,207185,23,044,SPINY DOGFISH,16,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,,BC EAGLE,1998-07-16 00:00:00,164014,207186,23,044,SPINY DOGFISH,160,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0487,NAWANHE II,1998-07-16 00:00:00,164031,207208,23,044,SPINY DOGFISH,1115,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0454,LAST DOLLAR,1998-07-17 00:00:00,164018,207191,23,044,SPINY DOGFISH,11,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0480,PEARLE E,1998-07-17 00:00:00,164026,207202,23,044,SPINY DOGFISH,33,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0486,LISA JEAN,1998-07-17 00:00:00,164027,207203,23,044,SPINY DOGFISH,36,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0492,PACIFIC INVADER,1998-07-17 00:00:00,164076,207259,23,044,SPINY DOGFISH,50,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0486,LISA JEAN,1998-07-22 00:00:00,164050,207229,23,044,SPINY DOGFISH,45,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0480,PEARLE E,1998-07-22 00:00:00,164077,207260,23,044,SPINY DOGFISH,71,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0487,NAWANHE II,1998-07-23 00:00:00,164008,207177,23,044,SPINY DOGFISH,90,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0486,LISA JEAN,1998-07-23 00:00:00,164064,207245,23,044,SPINY DOGFISH,36,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0480,PEARLE E,1998-07-23 00:00:00,164065,207246,23,044,SPINY DOGFISH,98,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0486,LISA JEAN,1998-07-24 00:00:00,164073,207256,23,044,SPINY DOGFISH,17,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0480,PEARLE E,1998-07-24 00:00:00,164074,207257,23,044,SPINY DOGFISH,61,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0492,PACIFIC INVADER,1998-07-24 00:00:00,164083,207267,23,044,SPINY DOGFISH,10,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0001,CHRISTINE B,1998-07-30 00:00:00,164147,207337,12,044,SPINY DOGFISH,1,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,,LADY DYAN I,1998-07-30 00:00:00,164157,207347,12,044,SPINY DOGFISH,1,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0034,STAR RUBY,1998-07-30 00:00:00,164309,207508,12,044,SPINY DOGFISH,6,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0469,OCEAN DRIFTER,1998-07-30 00:00:00,164328,207529,12,044,SPINY DOGFISH,6,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0020,SEYMOUR RAIDER,1998-07-30 00:00:00,164340,207541,12,044,SPINY DOGFISH,1,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0650,EARLY MIST,1998-07-30 00:00:00,165005,208249,12,044,SPINY DOGFISH,1,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0452,SEA-ESTA IV,1998-07-30 00:00:00,165033,208278,12,044,SPINY DOGFISH,1,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0017,NORDIC FREEDOM,1998-07-31 00:00:00,164286,207484,12,044,SPINY DOGFISH,1,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0372,HYSON II,1998-08-01 00:00:00,164492,207699,12,044,SPINY DOGFISH,1,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0492,PACIFIC INVADER,1998-08-01 00:00:00,164535,207746,12,044,SPINY DOGFISH,1,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0032,JUSTINE,1998-08-01 00:00:00,164695,207919,12,044,SPINY DOGFISH,5,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0001,CHRISTINE B,1998-08-01 00:00:00,164739,207967,12,044,SPINY DOGFISH,8,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0175,TITANIUM,1998-08-01 00:00:00,164793,208024,12,044,SPINY DOGFISH,3,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0054,ROSALIE I,1998-08-01 00:00:00,164843,208076,12,044,SPINY DOGFISH,1,RELEASED
1998,PHONE-IN,Commercial SALMON TROLL,W0669,KAHLUA,1998-08-01 00:00:00,165096,208346,13,044,SPINY DOGFISH,6,RELEASED
1998,PHONE-IN,Commercial SALMON TROLL,W0492,PACIFIC INVADER,1998-08-02 00:00:00,164654,207875,11,044,SPINY DOGFISH,2,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0140,RACHEL B,1998-08-02 00:00:00,165267,208523,13,044,SPINY DOGFISH,2,RELEASED
1998,LOGBOOK,Commercial SALMON TROLL,W0228,ROYAL HUNTER,1998-08-02 00:00:00,165277,208533,12,044,SPINY DOGFISH,1,RELEASED
1998,LOGBOOK,Commercial SALMON TROLL,W0034,STAR RUBY,1998-08-02 00:00:00,165507,208777,12,044,SPINY DOGFISH,1,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0492,PACIFIC INVADER,1998-08-03 00:00:00,165415,208678,11,044,SPINY DOGFISH,2,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0140,RACHEL B,1998-08-03 00:00:00,165741,209022,13,044,SPINY DOGFISH,2,RELEASED
1998,LOGBOOK,Commercial SALMON TROLL,W0228,ROYAL HUNTER,1998-08-03 00:00:00,165751,209032,12,044,SPINY DOGFISH,1,RELEASED
1998,LOGBOOK,Commercial SALMON TROLL,,THERESA N,1998-08-03 00:00:00,166014,209315,12,044,SPINY DOGFISH,1,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0469,OCEAN DRIFTER,1998-08-03 00:00:00,166022,209323,12,044,SPINY DOGFISH,3,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0432,SEA MAIDEN,1998-08-04 00:00:00,165806,209087,12,044,SPINY DOGFISH,1,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0001,CHRISTINE B,1998-08-04 00:00:00,166318,209634,12,044,SPINY DOGFISH,2,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0019,CHIEF WAMISH,1998-08-07 00:00:00,166519,209844,12,044,SPINY DOGFISH,1,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0034,STAR RUBY,1998-08-07 00:00:00,166800,210134,12,044,SPINY DOGFISH,1,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0306,B.C. PIONEER,1998-08-07 00:00:00,167051,210397,11,044,SPINY DOGFISH,6,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0039,KOKANEE,1998-08-07 00:00:00,167063,210411,12,044,SPINY DOGFISH,6,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0027,OCEAN DAWN,1998-08-07 00:00:00,167135,210484,12,044,SPINY DOGFISH,1,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0124,VICKY MAY,1998-08-07 00:00:00,167264,210618,29,044,SPINY DOGFISH,1,RELEASED
1998,LOGBOOK,Commercial SALMON TROLL,W0140,RACHEL B,1998-08-07 00:00:00,167296,210652,13,044,SPINY DOGFISH,2,RELEASED
1998,LOGBOOK,Commercial SALMON TROLL,W0228,ROYAL HUNTER,1998-08-07 00:00:00,167387,210743,12,044,SPINY DOGFISH,1,RELEASED
1998,LOGBOOK,Commercial SALMON TROLL,W0039,KOKANEE,1998-08-20 00:00:00,167555,210922,12,044,SPINY DOGFISH,2,KEPT
1998,PHONE-IN,Commercial SALMON TROLL,W0149,NONSUCH II,1998-08-20 00:00:00,167688,211057,12,044,SPINY DOGFISH,1,KEPT
1998,LOGBOOK,Commercial SALMON TROLL,W0047,SOLOUR,1998-11-09 00:00:00,168780,212169,13,044,SPINY DOGFISH,1,KEPT
1999,LOGBOOK,Commercial SALMON GILL NET,G2220,ISLAND STAR I,1999-07-28 00:00:00,215904,280720,12,044,SPINY DOGFISH,3,RELEASED
1999,LOGBOOK,Commercial SALMON GILL NET,G2022,GANGES GIRL,1999-07-05 00:00:00,155059,186661,23,044,SPINY DOGFISH,17,KEPT
1999,LOGBOOK,Commercial SALMON GILL NET,G2022,GANGES GIRL,1999-07-12 00:00:00,155060,186662,23,044,SPINY DOGFISH,3,RELEASED
1999,LOGBOOK,Commercial SALMON GILL NET,G2022,GANGES GIRL,1999-07-13 00:00:00,155061,186664,23,044,SPINY DOGFISH,9,RELEASED
1999,LOGBOOK,Commercial SALMON GILL NET,G2035,WINNING EDGE,1999-07-13 00:00:00,155128,186826,23,044,SPINY DOGFISH,20,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,,MYTHMAKER,1999-07-13 00:00:00,162051,202173,23,044,SPINY DOGFISH,1,KEPT
1999,LOGBOOK,Commercial SALMON GILL NET,G2022,GANGES GIRL,1999-07-20 00:00:00,155064,186673,23,044,SPINY DOGFISH,2,KEPT
1999,LOGBOOK,Commercial SALMON GILL NET,G2017,JESSICA,1999-07-28 00:00:00,155055,186650,12,044,SPINY DOGFISH,1,KEPT
1999,LOGBOOK,Commercial SALMON GILL NET,G2031,HARVEST GIRL,1999-07-28 00:00:00,155103,186770,12,044,SPINY DOGFISH,5,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,,STAR KING,1999-07-28 00:00:00,162484,202913,12,044,SPINY DOGFISH,2,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2661,SUN GEM,1999-07-28 00:00:00,162641,203099,12,044,SPINY DOGFISH,5,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2000,DREAM WEAVER,1999-07-28 00:00:00,162795,203284,12,044,SPINY DOGFISH,1,RELEASED
1999,LOGBOOK,Commercial SALMON GILL NET,G2031,HARVEST GIRL,1999-07-29 00:00:00,155104,186772,13,044,SPINY DOGFISH,20,RELEASED
1999,LOGBOOK,Commercial SALMON GILL NET,G2035,WINNING EDGE,1999-07-29 00:00:00,155134,186842,12,044,SPINY DOGFISH,2,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2000,DREAM WEAVER,1999-07-29 00:00:00,162796,203285,12,044,SPINY DOGFISH,2,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2460,RED BONE,1999-09-20 00:00:00,162820,203365,25,044,SPINY DOGFISH,74,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2249,JET LAG,1999-09-20 00:00:00,162833,203378,25,044,SPINY DOGFISH,300,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2131,SUNDANCE SEA,1999-09-20 00:00:00,162842,203387,25,044,SPINY DOGFISH,28,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2015,BOJANGLE TOO,1999-09-20 00:00:00,162846,203391,25,044,SPINY DOGFISH,4,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,,HOME RUN,1999-09-20 00:00:00,162862,203407,25,044,SPINY DOGFISH,1,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2512,GOLDEN STAR,1999-09-20 00:00:00,162864,203409,25,044,SPINY DOGFISH,8,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2132,NIGHTMARES,1999-09-20 00:00:00,162868,203413,25,044,SPINY DOGFISH,320,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2594,SUMMER AFFAIR,1999-09-20 00:00:00,162894,203441,25,044,SPINY DOGFISH,2,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,,SPRING FEVER,1999-09-20 00:00:00,162896,203443,25,044,SPINY DOGFISH,2,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,,NIGHT OWL,1999-09-20 00:00:00,163024,203622,25,044,SPINY DOGFISH,3,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2460,RED BONE,1999-09-21 00:00:00,162821,203366,25,044,SPINY DOGFISH,10,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2131,SUNDANCE SEA,1999-09-21 00:00:00,162843,203388,25,044,SPINY DOGFISH,80,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,,HOME RUN,1999-09-21 00:00:00,162863,203408,25,044,SPINY DOGFISH,9,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2512,GOLDEN STAR,1999-09-21 00:00:00,162865,203410,25,044,SPINY DOGFISH,1,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2132,NIGHTMARES,1999-09-21 00:00:00,162869,203414,25,044,SPINY DOGFISH,76,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2152,EBB TIDE,1999-09-21 00:00:00,162883,203429,25,044,SPINY DOGFISH,17,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2594,SUMMER AFFAIR,1999-09-21 00:00:00,162895,203442,25,044,SPINY DOGFISH,2,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2015,BOJANGLE TOO,1999-09-27 00:00:00,162937,203532,25,044,SPINY DOGFISH,18,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2064,BLUE HAZE I,1999-09-27 00:00:00,162961,203556,25,044,SPINY DOGFISH,455,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2165,PACIFIC PROVIDER,1999-09-27 00:00:00,162975,203570,25,044,SPINY DOGFISH,218,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2349,ISLAND VIKING,1999-09-27 00:00:00,162986,203582,25,044,SPINY DOGFISH,63,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2189,RUNAWAY I,1999-09-27 00:00:00,162988,203584,25,044,SPINY DOGFISH,300,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2124,TAMARA,1999-09-27 00:00:00,162990,203586,25,044,SPINY DOGFISH,400,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2152,EBB TIDE,1999-09-27 00:00:00,162999,203597,25,044,SPINY DOGFISH,240,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2050,HUKILAU NO. 1,1999-09-27 00:00:00,163009,203607,25,044,SPINY DOGFISH,44,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2186,STERLING ARM,1999-09-27 00:00:00,163011,203609,25,044,SPINY DOGFISH,100,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2460,RED BONE,1999-09-27 00:00:00,163012,203610,25,044,SPINY DOGFISH,55,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,,TINY BUBBLES,1999-09-27 00:00:00,163014,203612,25,044,SPINY DOGFISH,479,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,,HOME RUN,1999-09-28 00:00:00,162954,203549,25,044,SPINY DOGFISH,300,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2124,TAMARA,1999-09-28 00:00:00,162991,203587,25,044,SPINY DOGFISH,2,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2047,JET SET 1,1999-09-28 00:00:00,162995,203591,25,044,SPINY DOGFISH,501,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2460,RED BONE,1999-09-28 00:00:00,163013,203611,25,044,SPINY DOGFISH,160,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2460,RED BONE,1999-10-04 00:00:00,163168,203925,25,044,SPINY DOGFISH,200,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,,BONNIE GALE,1999-10-04 00:00:00,163189,203992,25,044,SPINY DOGFISH,277,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2165,PACIFIC PROVIDER,1999-10-04 00:00:00,163216,204019,25,044,SPINY DOGFISH,2,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2460,RED BONE,1999-10-05 00:00:00,163167,203924,25,044,SPINY DOGFISH,169,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2165,PACIFIC PROVIDER,1999-10-05 00:00:00,163215,204018,25,044,SPINY DOGFISH,3,RELEASED
1999,LOGBOOK,Commercial SALMON GILL NET,G2068,QUICKSILVER,1999-10-06 00:00:00,155242,187086,21,044,SPINY DOGFISH,14,KEPT
1999,LOGBOOK,Commercial SALMON GILL NET,G2068,QUICKSILVER,1999-10-08 00:00:00,155243,187088,21,044,SPINY DOGFISH,4,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2249,JET LAG,1999-10-11 00:00:00,153810,185044,25,044,SPINY DOGFISH,7,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2050,HUKILAU NO. 1,1999-10-11 00:00:00,154071,185350,25,044,SPINY DOGFISH,8,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2249,JET LAG,1999-10-12 00:00:00,153811,185045,25,044,SPINY DOGFISH,4,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2165,PACIFIC PROVIDER,1999-10-12 00:00:00,154068,185347,25,044,SPINY DOGFISH,21,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2050,HUKILAU NO. 1,1999-10-12 00:00:00,154072,185351,25,044,SPINY DOGFISH,22,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,,SPRING FEVER,1999-10-12 00:00:00,154112,185420,25,044,SPINY DOGFISH,5,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2132,NIGHTMARES,1999-10-12 00:00:00,154151,185463,25,044,SPINY DOGFISH,25,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2047,JET SET 1,1999-10-12 00:00:00,154539,185939,25,044,SPINY DOGFISH,5,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2165,PACIFIC PROVIDER,1999-10-13 00:00:00,154069,185348,25,044,SPINY DOGFISH,1,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2050,HUKILAU NO. 1,1999-10-13 00:00:00,154073,185352,25,044,SPINY DOGFISH,2,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2047,JET SET 1,1999-10-18 00:00:00,154538,185938,25,044,SPINY DOGFISH,30,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2050,HUKILAU NO. 1,1999-10-18 00:00:00,154571,185978,25,044,SPINY DOGFISH,15,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2132,NIGHTMARES,1999-10-18 00:00:00,154698,186106,25,044,SPINY DOGFISH,120,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2200,POLARA,1999-10-18 00:00:00,154780,186211,25,044,SPINY DOGFISH,20,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2249,JET LAG,1999-10-18 00:00:00,154841,186276,25,044,SPINY DOGFISH,50,RELEASED
1999,PHONE-IN,Commercial SALMON GILL NET,G2152,EBB TIDE,1999-10-19 00:00:00,154598,186005,25,044,SPINY DOGFISH,9,KEPT
1999,PHONE-IN,Commercial SALMON GILL NET,G2007,KNOT ME,1999-10-19 00:00:00,154636,186043,25,044,SPINY DOGFISH,30,RELEASED
1999,LOGBOOK,Commercial SALMON TROLL,T3060,PACIFIC PROVIDER,1999-07-06 00:00:00,141011,166106,23,044,SPINY DOGFISH,3,RELEASED
1999,LOGBOOK,Commercial SALMON TROLL,,GALIVANTER,1999-07-31 00:00:00,140579,165680,12,044,SPINY DOGFISH,1,KEPT
1999,PHONE-IN,Commercial SALMON TROLL,T3195,MAR-TAK,1999-10-16 00:00:00,139993,165096,123,044,SPINY DOGFISH,6,KEPT
1999,PHONE-IN,Commercial SALMON TROLL,T3090,ELLA MAUDE,1999-10-17 00:00:00,140277,165383,123,044,SPINY DOGFISH,6,KEPT
1999,PHONE-IN,Commercial SALMON TROLL,T3090,ELLA MAUDE,1999-10-18 00:00:00,140279,165385,123,044,SPINY DOGFISH,5,KEPT
2000,LOGBOOK,Commercial SALMON GILL NET,G03001,,2000-09-25 00:00:00,158025,194230,25,044,SPINY DOGFISH,1,RELEASED
2000,LOGBOOK,Commercial SALMON GILL NET,G03001,,2000-09-25 00:00:00,158025,194231,25,044,SPINY DOGFISH,5,RELEASED
